Atomic #,Element,# Neutrons of Most Stable Isotope,# Neutrons of This Isotope,Difference in Neutrons,Half-Life (s),Half-Life - Distance from Mean (s),Half-Life - Proportion of Mean,Half-Life - Orders of Magnitude Above/Below Mean 
56,Barium (Ba),81,70,-11,6000.0,-1.6378374193548388e+27,3.6633672726585174e-24,-23.436
56,Barium (Ba),81,71,-10,762.0,-1.6378374193548388e+27,4.652476436276317e-25,-24.332
56,Barium (Ba),81,73,-8,8028.0,-1.6378374193548388e+27,4.901585410817096e-24,-23.31
56,Barium (Ba),81,74,-7,5.077296e+28,4.913512258064516e+28,31.0,1.491
56,Barium (Ba),81,77,-4,331443360.0,-1.6378374193548388e+27,2.023664596273292e-19,-18.694
56,Barium (Ba),81,83,2,4983.6,-1.6378374193548388e+27,3.0427928566701647e-24,-23.517
56,Barium (Ba),81,85,4,1096.2,-1.6378374193548388e+27,6.692972007147112e-25,-24.174
56,Barium (Ba),81,86,5,636.0,-1.6378374193548388e+27,3.8831693090180285e-25,-24.411
56,Barium (Ba),81,87,6,14.5,-1.6378374193548388e+27,8.853137575591417e-27,-26.053
56,Barium (Ba),81,88,7,11.5,-1.6378374193548388e+27,7.021453939262159e-27,-26.154
56,Barium (Ba),81,89,8,4.31,-1.6378374193548388e+27,2.6315188241930346e-27,-26.58
56,Barium (Ba),81,90,9,2.22,-1.6378374193548388e+27,1.3554458908836516e-27,-26.868
56,Barium (Ba),81,91,10,0.893,-1.6378374193548388e+27,5.452311624140093e-28,-27.263
56,Barium (Ba),81,92,11,0.612,-1.6378374193548388e+27,3.736634618111688e-28,-27.428
56,Barium (Ba),81,93,12,0.344,-1.6378374193548388e+27,2.1003305696575497e-28,-27.678
56,Barium (Ba),81,94,13,0.3,-1.6378374193548388e+27,1.8316836363292586e-28,-27.737
56,Barium (Ba),81,95,14,0.2,-1.6378374193548388e+27,1.2211224242195059e-28,-27.913
56,Barium (Ba),81,96,15,0.1,-1.6378374193548388e+27,6.105612121097529e-29,-28.214
56,Barium (Ba),81,97,16,0.08,-1.6378374193548388e+27,4.884489696878023e-29,-28.311
57,Lanthanum (La),82,60,-22,0.024,-8.702751269189536e+16,2.757748585205177e-19,-18.559
57,Lanthanum (La),82,61,-21,0.2,-8.702751269189536e+16,2.298123821004314e-18,-17.639
57,Lanthanum (La),82,62,-20,1.0,-8.702751269189536e+16,1.149061910502157e-17,-16.94
57,Lanthanum (La),82,63,-19,2.8,-8.702751269189536e+16,3.2173733494060397e-17,-16.492
57,Lanthanum (La),82,64,-18,5.3,-8.702751269189536e+16,6.090028125661431e-17,-16.215
57,Lanthanum (La),82,65,-17,8.6,-8.702751269189534e+16,9.88193243031855e-17,-16.005
57,Lanthanum (La),82,66,-16,17.0,-8.702751269189534e+16,1.953405247853667e-16,-15.709
57,Lanthanum (La),82,67,-15,29.21,-8.702751269189533e+16,3.356409840576801e-16,-15.474
57,Lanthanum (La),82,68,-14,64.8,-8.70275126918953e+16,7.445921180053977e-16,-15.128
57,Lanthanum (La),82,69,-13,54.0,-8.702751269189531e+16,6.204934316711648e-16,-15.207
57,Lanthanum (La),82,70,-12,306.0,-8.702751269189506e+16,3.5161294461366006e-15,-14.454
57,Lanthanum (La),82,71,-11,310.8,-8.702751269189506e+16,3.571284417840704e-15,-14.447
57,Lanthanum (La),82,72,-10,696.0,-8.702751269189466e+16,7.997470897095013e-15,-14.097
57,Lanthanum (La),82,73,-9,522.0,-8.702751269189483e+16,5.99810317282126e-15,-14.222
57,Lanthanum (La),82,74,-8,3540.0,-8.702751269189182e+16,4.067679163177636e-14,-13.391
57,Lanthanum (La),82,75,-7,17280.0,-8.702751269187808e+16,1.9855789813477273e-13,-12.702
57,Lanthanum (La),82,76,-6,14083.2,-8.702751269188128e+16,1.6182468697983978e-13,-12.791
57,Lanthanum (La),82,77,-5,387.0,-8.702751269189498e+16,4.4468695936433475e-15,-14.352
57,Lanthanum (La),82,78,-4,70200.0,-8.702751269182515e+16,8.066414611725142e-13,-12.093
57,Lanthanum (La),82,79,-3,592.2,-8.702751269189477e+16,6.804744633993774e-15,-14.167
57,Lanthanum (La),82,80,-2,192369600000000,-8.683514309189536e+16,0.0022104458009853576,-2.656
57,Lanthanum (La),82,81,-1,3.2198255999999995e+18,3.132798087308104e+18,36.99778955419753,1.568
57,Lanthanum (La),82,84,2,14112.0,-8.702751269188125e+16,1.621556168100644e-13,-12.79
57,Lanthanum (La),82,85,3,5466.0,-8.702751269188989e+16,6.28077240280479e-14,-13.202
57,Lanthanum (La),82,86,4,852.0,-8.702751269189451e+16,9.790007477478378e-15,-14.009
57,Lanthanum (La),82,87,5,40.8,-8.702751269189531e+16,4.6881725948488e-16,-15.329
57,Lanthanum (La),82,88,6,24.8,-8.702751269189533e+16,2.8496735380453495e-16,-15.545
57,Lanthanum (La),82,89,7,6.27,-8.702751269189536e+16,7.204618178848523e-17,-16.142
57,Lanthanum (La),82,90,8,4.015,-8.702751269189536e+16,4.61348357066616e-17,-16.336
57,Lanthanum (La),82,91,9,1.26,-8.702751269189536e+16,1.4478180072327178e-17,-16.839
57,Lanthanum (La),82,92,10,1.05,-8.702751269189536e+16,1.2065150060272649e-17,-16.918
57,Lanthanum (La),82,93,11,0.51,-8.702751269189536e+16,5.860215743561001e-18,-17.232
57,Lanthanum (La),82,94,12,0.3,-8.702751269189536e+16,3.4471857315064708e-18,-17.463
57,Lanthanum (La),82,95,13,0.2,-8.702751269189536e+16,2.298123821004314e-18,-17.639
57,Lanthanum (La),82,96,14,0.15,-8.702751269189536e+16,1.7235928657532354e-18,-17.764
57,Lanthanum (La),82,97,15,0.1,-8.702751269189536e+16,1.149061910502157e-18,-17.94
57,Lanthanum (La),82,98,16,0.06,-8.702751269189536e+16,6.894371463012942e-19,-18.162
58,Cerium (Ce),82,61,-21,0.2,-7186.802121212121,2.782801460565996e-05,-4.556
58,Cerium (Ce),82,62,-20,0.25,-7186.752121212121,3.478501825707495e-05,-4.459
58,Cerium (Ce),82,63,-19,1.1,-7185.902121212121,0.00015305408033112978,-3.815
58,Cerium (Ce),82,64,-18,2.0,-7185.002121212121,0.0002782801460565996,-3.556
58,Cerium (Ce),82,65,-17,3.8,-7183.202121212121,0.0005287322775075392,-3.277
58,Cerium (Ce),82,66,-16,9.1,-7177.902121212121,0.001266174664557528,-2.898
58,Cerium (Ce),82,67,-15,9.3,-7177.702121212121,0.0012940026791631882,-2.888
58,Cerium (Ce),82,68,-14,51.0,-7136.002121212121,0.007096143724443289,-2.149
58,Cerium (Ce),82,69,-13,29.0,-7158.002121212121,0.004035062117820694,-2.394
58,Cerium (Ce),82,70,-12,235.8,-6951.202121212121,0.032809229220073094,-1.484
58,Cerium (Ce),82,71,-11,210.0,-6977.002121212121,0.029219415335942956,-1.534
58,Cerium (Ce),82,72,-10,1374.0,-5813.002121212121,0.1911784603408839,-0.719
58,Cerium (Ce),82,73,-9,612.0,-6575.002121212121,0.08515372469331947,-1.07
58,Cerium (Ce),82,74,-8,12636.0,5448.997878787879,1.7581739627855961,0.245
58,Cerium (Ce),82,75,-7,5820.0,-1367.002121212121,0.8097952250247048,-0.092
58,Cerium (Ce),82,77,-5,63720.0,56532.99787878788,8.866005453363263,0.948
58,Cerium (Ce),82,79,-3,32400.0,25212.99787878788,4.508138366116913,0.654
58,Cerium (Ce),82,80,-2,stable,stable,stable,stable
58,Cerium (Ce),82,84,2,stable,stable,stable,stable
58,Cerium (Ce),82,85,3,118940.4,111753.39787878787,16.54937594201519,1.219
58,Cerium (Ce),82,87,5,180.6,-7006.402121212121,0.02512869718891094,-1.6
58,Cerium (Ce),82,88,6,811.2,-6375.802121212121,0.11287042724055679,-0.947
58,Cerium (Ce),82,89,7,56.4,-7130.602121212121,0.007847500118796109,-2.105
58,Cerium (Ce),82,90,8,56.0,-7131.002121212121,0.007791844089584788,-2.108
58,Cerium (Ce),82,91,9,5.3,-7181.702121212121,0.0007374423870499889,-3.132
58,Cerium (Ce),82,92,10,4.0,-7183.002121212121,0.0005565602921131992,-3.254
58,Cerium (Ce),82,93,11,1.02,-7185.982121212121,0.0001419228744888658,-3.848
58,Cerium (Ce),82,94,12,1.4,-7185.602121212121,0.0001947961022396197,-3.71
58,Cerium (Ce),82,95,13,0.5,-7186.502121212121,6.95700365141499e-05,-4.158
58,Cerium (Ce),82,96,14,0.3,-7186.702121212121,4.1742021908489936e-05,-4.379
58,Cerium (Ce),82,97,15,0.2,-7186.802121212121,2.782801460565996e-05,-4.556
58,Cerium (Ce),82,98,16,0.15,-7186.852121212121,2.0871010954244968e-05,-4.68
58,Cerium (Ce),82,99,17,0.05,-7186.952121212121,6.95700365141499e-06,-5.158
59,Praseodymium (Pr),82,62,-20,0.6,-3206.236756756757,0.00018710026281687365,-3.728
59,Praseodymium (Pr),82,63,-19,0.5,-3206.336756756757,0.00015591688568072806,-3.807
59,Praseodymium (Pr),82,64,-18,0.8,-3206.036756756757,0.0002494670170891649,-3.603
59,Praseodymium (Pr),82,65,-17,1.2,-3205.636756756757,0.0003742005256337473,-3.427
59,Praseodymium (Pr),82,66,-16,3.3,-3203.536756756757,0.001029051445492805,-2.988
59,Praseodymium (Pr),82,67,-15,3.12,-3203.716756756757,0.0009729213666477431,-3.012
59,Praseodymium (Pr),82,68,-14,4.2,-3202.636756756757,0.0013097018397181157,-2.883
59,Praseodymium (Pr),82,69,-13,2.84,-3203.996756756757,0.0008856079106665353,-3.053
59,Praseodymium (Pr),82,70,-12,32.0,-3174.836756756757,0.009978680683566596,-2.001
59,Praseodymium (Pr),82,71,-11,40.0,-3166.836756756757,0.012473350854458245,-1.904
59,Praseodymium (Pr),82,72,-10,90.0,-3116.836756756757,0.02806503942253105,-1.552
59,Praseodymium (Pr),82,73,-9,89.4,-3117.436756756757,0.027877939159714177,-1.555
59,Praseodymium (Pr),82,74,-8,390.0,-2816.836756756757,0.12161517083096789,-0.915
59,Praseodymium (Pr),82,75,-7,1020.0,-2186.836756756757,0.31807044678868523,-0.497
59,Praseodymium (Pr),82,76,-6,1440.0,-1766.836756756757,0.4490406307604968,-0.348
59,Praseodymium (Pr),82,77,-5,786.0,-2420.836756756757,0.2451013442901045,-0.611
59,Praseodymium (Pr),82,78,-4,4608.0,1401.163243243243,1.4369300184335898,0.157
59,Praseodymium (Pr),82,79,-3,87.0,-3119.836756756757,0.02712953810844668,-1.567
59,Praseodymium (Pr),82,80,-2,15876.0,12669.163243243243,4.950672954134477,0.695
59,Praseodymium (Pr),82,81,-1,203.4,-3003.436756756757,0.06342698909492017,-1.198
59,Praseodymium (Pr),82,83,1,68832.0,65625.16324324324,21.464142150351748,1.332
59,Praseodymium (Pr),82,85,3,1036.8,-2170.0367567567573,0.3233092541475577,-0.49
59,Praseodymium (Pr),82,86,4,21542.4,18335.563243243243,6.717647836177033,0.827
59,Praseodymium (Pr),82,87,5,1449.0,-1757.836756756757,0.4518471347027499,-0.345
59,Praseodymium (Pr),82,88,6,804.0,-2402.836756756757,0.2507143521746107,-0.601
59,Praseodymium (Pr),82,89,7,137.4,-3069.436756756757,0.04284596018506407,-1.368
59,Praseodymium (Pr),82,90,8,135.6,-3071.236756756757,0.042284659396613446,-1.374
59,Praseodymium (Pr),82,91,9,6.19,-3200.646756756757,0.0019302510447274134,-2.714
59,Praseodymium (Pr),82,92,10,18.9,-3187.936756756757,0.00589365827873152,-2.23
59,Praseodymium (Pr),82,93,11,3.63,-3203.206756756757,0.0011319565900420857,-2.946
59,Praseodymium (Pr),82,94,12,4.28,-3202.556756756757,0.0013346485414270322,-2.875
59,Praseodymium (Pr),82,95,13,2.3,-3204.536756756757,0.000717217674131349,-3.144
59,Praseodymium (Pr),82,96,14,1.0,-3205.836756756757,0.0003118337713614561,-3.506
59,Praseodymium (Pr),82,97,15,0.5,-3206.336756756757,0.00015591688568072806,-3.807
59,Praseodymium (Pr),82,98,16,0.3,-3206.536756756757,9.355013140843682e-05,-4.029
59,Praseodymium (Pr),82,99,17,0.2,-3206.636756756757,6.236675427229122e-05,-4.205
59,Praseodymium (Pr),82,100,18,0.1,-3206.736756756757,3.118337713614561e-05,-4.506
60,Neodymium (Nd),84,64,-20,0.5,-6.22584732282353e+24,8.031035360713622e-26,-25.095
60,Neodymium (Nd),84,65,-19,0.6,-6.22584732282353e+24,9.637242432856345e-26,-25.016
60,Neodymium (Nd),84,66,-18,1.0,-6.22584732282353e+24,1.6062070721427243e-25,-24.794
60,Neodymium (Nd),84,67,-17,1.8,-6.22584732282353e+24,2.891172729856904e-25,-24.539
60,Neodymium (Nd),84,68,-16,5.0,-6.22584732282353e+24,8.031035360713621e-25,-24.095
60,Neodymium (Nd),84,69,-15,4.9,-6.22584732282353e+24,7.870414653499349e-25,-24.104
60,Neodymium (Nd),84,70,-14,21.0,-6.22584732282353e+24,3.373034851499721e-24,-23.472
60,Neodymium (Nd),84,71,-13,33.0,-6.22584732282353e+24,5.30048333807099e-24,-23.276
60,Neodymium (Nd),84,72,-12,93.6,-6.22584732282353e+24,1.5034098195255897e-23,-22.823
60,Neodymium (Nd),84,73,-11,70.0,-6.22584732282353e+24,1.124344950499907e-23,-22.949
60,Neodymium (Nd),84,74,-10,510.0,-6.22584732282353e+24,8.191656067927894e-23,-22.087
60,Neodymium (Nd),84,75,-9,744.0,-6.22584732282353e+24,1.1950180616741869e-22,-21.923
60,Neodymium (Nd),84,76,-8,3039.0,-6.22584732282353e+24,4.881263292241739e-22,-21.311
60,Neodymium (Nd),84,77,-7,2310.0,-6.22584732282353e+24,3.710338336649693e-22,-21.431
60,Neodymium (Nd),84,78,-6,18144.0,-6.22584732282353e+24,2.9143021116957588e-21,-20.535
60,Neodymium (Nd),84,79,-5,1782.0,-6.22584732282353e+24,2.862261002558335e-22,-21.543
60,Neodymium (Nd),84,81,-3,8964.0,-6.22584732282353e+24,1.4398040194687381e-21,-20.842
60,Neodymium (Nd),84,84,0,7.2248976e+22,-6.15359834682353e+24,0.011604681620626995,-1.935
60,Neodymium (Nd),84,85,1,stable,stable,stable,stable
60,Neodymium (Nd),84,86,2,stable,stable,stable,stable
60,Neodymium (Nd),84,88,4,stable,stable,stable,stable
60,Neodymium (Nd),84,89,5,6220.8,-6.22584732282353e+24,9.991892954385459e-22,-21.0
60,Neodymium (Nd),84,90,6,2.1160656e+26,2.053807126771765e+26,33.988395318379375,1.531
60,Neodymium (Nd),84,91,7,746.4,-6.22584732282353e+24,1.1988729586473293e-22,-21.921
60,Neodymium (Nd),84,92,8,684.0,-6.22584732282353e+24,1.0986456373456233e-22,-21.959
60,Neodymium (Nd),84,93,9,31.6,-6.22584732282353e+24,5.075614347971009e-24,-23.295
60,Neodymium (Nd),84,94,10,25.9,-6.22584732282353e+24,4.1600763168496556e-24,-23.381
60,Neodymium (Nd),84,95,11,8.9,-6.22584732282353e+24,1.4295242942070247e-24,-23.845
60,Neodymium (Nd),84,96,12,5.49,-6.22584732282353e+24,8.818076826063557e-25,-24.055
60,Neodymium (Nd),84,97,13,2.0,-6.22584732282353e+24,3.2124141442854487e-25,-24.493
60,Neodymium (Nd),84,98,14,0.7,-6.22584732282353e+24,1.124344950499907e-25,-24.949
60,Neodymium (Nd),84,99,15,0.5,-6.22584732282353e+24,8.031035360713622e-26,-25.095
60,Neodymium (Nd),84,100,16,0.3,-6.22584732282353e+24,4.8186212164281726e-26,-25.317
60,Neodymium (Nd),84,101,17,0.2,-6.22584732282353e+24,3.2124141442854484e-26,-25.493
61,Promethium (Pm),84,65,-19,0.5,-23303383.760857143,2.1456111026751315e-08,-7.668
61,Promethium (Pm),84,66,-18,1.0,-23303383.260857143,4.291222205350263e-08,-7.367
61,Promethium (Pm),84,67,-17,1.0,-23303383.260857143,4.291222205350263e-08,-7.367
61,Promethium (Pm),84,68,-16,3.0,-23303381.260857143,1.287366661605079e-07,-6.89
61,Promethium (Pm),84,69,-15,2.6,-23303381.66085714,1.1157177733910685e-07,-6.952
61,Promethium (Pm),84,70,-14,6.3,-23303377.96085714,2.7034699893706657e-07,-6.568
61,Promethium (Pm),84,71,-13,6.2,-23303378.060857143,2.660557767317163e-07,-6.575
61,Promethium (Pm),84,72,-12,15.0,-23303369.260857143,6.436833308025394e-07,-6.191
61,Promethium (Pm),84,73,-11,22.0,-23303362.260857143,9.440688851770579e-07,-6.025
61,Promethium (Pm),84,74,-10,49.0,-23303335.260857143,2.102698880621629e-06,-5.677
61,Promethium (Pm),84,75,-9,107.0,-23303277.260857143,4.591607759724782e-06,-5.338
61,Promethium (Pm),84,76,-8,120.0,-23303264.260857143,5.1494666464203155e-06,-5.288
61,Promethium (Pm),84,77,-7,10.0,-23303374.260857143,4.291222205350263e-07,-6.367
61,Promethium (Pm),84,78,-6,249.0,-23303135.260857143,1.0685143291322155e-05,-4.971
61,Promethium (Pm),84,79,-5,9.2,-23303375.060857143,3.947924428922242e-07,-6.404
61,Promethium (Pm),84,80,-4,1254.0,-23302130.260857143,5.38119264550923e-05,-4.269
61,Promethium (Pm),84,81,-3,40.5,-23303343.760857143,1.7379449931668566e-06,-5.76
61,Promethium (Pm),84,84,0,558187200.0,534883815.73914284,23.953053073822883,1.379
61,Promethium (Pm),84,85,1,174394080.0,151090695.73914286,7.483637485776303,0.874
61,Promethium (Pm),84,86,2,82731542.4,59428158.13914286,3.550194318297568,0.55
61,Promethium (Pm),84,88,4,191088.0,-23112296.260857143,0.008200010687759711,-2.086
61,Promethium (Pm),84,89,5,9648.0,-23293736.260857143,0.00041401711837219337,-3.383
61,Promethium (Pm),84,90,6,102240.0,-23201144.260857143,0.004387345582750109,-2.358
61,Promethium (Pm),84,91,7,247.2,-23303137.060857143,1.0607901291625851e-05,-4.974
61,Promethium (Pm),84,92,8,315.0,-23303069.260857143,1.351734994685333e-05,-4.869
61,Promethium (Pm),84,93,9,103.8,-23303280.46085714,4.454288649153573e-06,-5.351
61,Promethium (Pm),84,94,10,41.5,-23303342.760857143,1.7808572152203593e-06,-5.749
61,Promethium (Pm),84,95,11,26.7,-23303357.560857143,1.1457563288285203e-06,-5.941
61,Promethium (Pm),84,96,12,10.56,-23303373.700857144,4.531530648849878e-07,-6.344
61,Promethium (Pm),84,97,13,4.8,-23303379.46085714,2.0597866585681263e-07,-6.686
61,Promethium (Pm),84,98,14,1.47,-23303382.790857144,6.308096641864887e-08,-7.2
61,Promethium (Pm),84,99,15,2.0,-23303382.260857143,8.582444410700526e-08,-7.066
61,Promethium (Pm),84,100,16,0.7,-23303383.560857143,3.003855543745184e-08,-7.522
61,Promethium (Pm),84,101,17,0.5,-23303383.760857143,2.1456111026751315e-08,-7.668
61,Promethium (Pm),84,102,18,0.2,-23303384.060857143,8.582444410700527e-09,-8.066
62,Samarium (Sm),88,66,-22,0.5,-6.219600930032556e+23,8.039100990959926e-25,-24.095
62,Samarium (Sm),88,67,-21,0.55,-6.219600930032556e+23,8.843011090055919e-25,-24.053
62,Samarium (Sm),88,68,-20,1.0,-6.219600930032556e+23,1.6078201981919852e-24,-23.794
62,Samarium (Sm),88,69,-19,1.2,-6.219600930032556e+23,1.929384237830382e-24,-23.715
62,Samarium (Sm),88,70,-18,4.0,-6.219600930032556e+23,6.431280792767941e-24,-23.192
62,Samarium (Sm),88,71,-17,2.9,-6.219600930032556e+23,4.662678574756757e-24,-23.331
62,Samarium (Sm),88,72,-16,10.0,-6.219600930032556e+23,1.6078201981919852e-23,-22.794
62,Samarium (Sm),88,73,-15,10.3,-6.219600930032556e+23,1.656054804137745e-23,-22.781
62,Samarium (Sm),88,74,-14,47.0,-6.219600930032556e+23,7.55675493150233e-23,-22.122
62,Samarium (Sm),88,75,-13,45.0,-6.219600930032556e+23,7.235190891863933e-23,-22.141
62,Samarium (Sm),88,76,-12,186.0,-6.219600930032556e+23,2.9905455686370923e-22,-21.524
62,Samarium (Sm),88,77,-11,154.2,-6.219600930032556e+23,2.4792587456120407e-22,-21.606
62,Samarium (Sm),88,78,-10,889.2,-6.219600930032556e+23,1.4296737202323132e-21,-20.845
62,Samarium (Sm),88,79,-9,612.0,-6.219600930032556e+23,9.839859612934949e-22,-21.007
62,Samarium (Sm),88,80,-8,4349.4,-6.219600930032556e+23,6.99305317001622e-21,-20.155
62,Samarium (Sm),88,81,-7,525.0,-6.219600930032556e+23,8.441056040507922e-22,-21.074
62,Samarium (Sm),88,84,-4,2147601600000000.0,-6.21960090855654e+23,3.4529572301494243e-09,-8.462
62,Samarium (Sm),88,85,-3,3.3459696e+18,-6.219567470336556e+23,5.379717505416357e-06,-5.269
62,Samarium (Sm),88,86,-2,22390560000000000000000000,2.176859990699674e+25,35.99999461682953,1.556
62,Samarium (Sm),88,87,-1,stable,stable,stable,stable
62,Samarium (Sm),88,88,0,stable,stable,stable,stable
62,Samarium (Sm),88,89,1,2800396800.0,-6.219600930032528e+23,4.502534537992201e-15,-14.347
62,Samarium (Sm),88,90,2,stable,stable,stable,stable
62,Samarium (Sm),88,91,3,166622.4,-6.219600930032556e+23,2.678988601912242e-19,-18.572
62,Samarium (Sm),88,92,4,stable,stable,stable,stable
62,Samarium (Sm),88,93,5,1338.0,-6.219600930032556e+23,2.1512634251808763e-21,-20.667
62,Samarium (Sm),88,94,6,33840.0,-6.219600930032556e+23,5.440863550681678e-20,-19.264
62,Samarium (Sm),88,95,7,481.8,-6.219600930032556e+23,7.746477714888985e-22,-21.111
62,Samarium (Sm),88,96,8,318.0,-6.219600930032556e+23,5.112868230250513e-22,-21.291
62,Samarium (Sm),88,97,9,11.37,-6.219600930032556e+23,1.828091565344287e-23,-22.738
62,Samarium (Sm),88,98,10,9.6,-6.219600930032556e+23,1.5435073902643056e-23,-22.811
62,Samarium (Sm),88,99,11,4.8,-6.219600930032556e+23,7.717536951321528e-24,-23.113
62,Samarium (Sm),88,100,12,2.4,-6.219600930032556e+23,3.858768475660764e-24,-23.414
62,Samarium (Sm),88,101,13,1.0,-6.219600930032556e+23,1.6078201981919852e-24,-23.794
62,Samarium (Sm),88,102,14,0.5,-6.219600930032556e+23,8.039100990959926e-25,-24.095
62,Samarium (Sm),88,103,15,0.2,-6.219600930032556e+23,3.2156403963839703e-25,-24.493
63,Europium (Eu),89,67,-22,0.001,-4.7008985806451615e+24,2.1272528705836447e-28,-27.672
63,Europium (Eu),89,68,-21,0.018,-4.7008985806451615e+24,3.82905516705056e-27,-26.417
63,Europium (Eu),89,69,-20,0.1,-4.7008985806451615e+24,2.1272528705836446e-26,-25.672
63,Europium (Eu),89,70,-19,0.2,-4.7008985806451615e+24,4.254505741167289e-26,-25.371
63,Europium (Eu),89,71,-18,0.5,-4.7008985806451615e+24,1.0636264352918222e-25,-24.973
63,Europium (Eu),89,72,-17,1.5,-4.7008985806451615e+24,3.1908793058754667e-25,-24.496
63,Europium (Eu),89,73,-16,3.3,-4.7008985806451615e+24,7.019934472926027e-25,-24.154
63,Europium (Eu),89,74,-15,8.4,-4.7008985806451615e+24,1.7868924112902615e-24,-23.748
63,Europium (Eu),89,75,-14,12.1,-4.7008985806451615e+24,2.5739759734062098e-24,-23.589
63,Europium (Eu),89,76,-13,17.9,-4.7008985806451615e+24,3.807782638344723e-24,-23.419
63,Europium (Eu),89,77,-12,1.51,-4.7008985806451615e+24,3.212151834581303e-25,-24.493
63,Europium (Eu),89,78,-11,40.7,-4.7008985806451615e+24,8.657919183275434e-24,-23.063
63,Europium (Eu),89,79,-10,2.36,-4.7008985806451615e+24,5.020316774577401e-25,-24.299
63,Europium (Eu),89,80,-9,155.4,-4.7008985806451615e+24,3.3057509608869835e-23,-22.481
63,Europium (Eu),89,81,-8,10.2,-4.7008985806451615e+24,2.169797927995317e-24,-23.664
63,Europium (Eu),89,87,-2,1163678400.0,-4.7008985806451605e+24,2.4754382168361823e-16,-15.606
63,Europium (Eu),89,88,-1,1.45727856e+26,1.4102695741935484e+26,31.0,1.491
63,Europium (Eu),89,89,0,426902832.0,-4.700898580645161e+24,9.081302748322873e-17,-16.042
63,Europium (Eu),89,91,2,270988848.0,-4.700898580645161e+24,5.76461804804155e-17,-16.239
63,Europium (Eu),89,92,3,150146049.6,-4.7008985806451615e+24,3.1939861501839427e-17,-16.496
63,Europium (Eu),89,94,5,54648.0,-4.7008985806451615e+24,1.16250114871655e-20,-19.935
63,Europium (Eu),89,95,6,2754.0,-4.7008985806451615e+24,5.858454405587357e-22,-21.232
63,Europium (Eu),89,96,7,1086.0,-4.7008985806451615e+24,2.310196617453838e-22,-21.636
63,Europium (Eu),89,97,8,38.0,-4.7008985806451615e+24,8.083560908217849e-24,-23.092
63,Europium (Eu),89,98,9,26.0,-4.7008985806451615e+24,5.530857463517476e-24,-23.257
63,Europium (Eu),89,99,10,10.6,-4.7008985806451615e+24,2.254888042818663e-24,-23.647
63,Europium (Eu),89,100,11,6.0,-4.7008985806451615e+24,1.2763517223501867e-24,-23.894
63,Europium (Eu),89,101,12,2.0,-4.7008985806451615e+24,4.254505741167289e-25,-24.371
63,Europium (Eu),89,102,13,1.0,-4.7008985806451615e+24,2.1272528705836443e-25,-24.672
63,Europium (Eu),89,103,14,0.4,-4.7008985806451615e+24,8.509011482334578e-26,-25.07
63,Europium (Eu),89,104,15,0.2,-4.7008985806451615e+24,4.254505741167289e-26,-25.371
64,Gadolinium (Gd),93,70,-23,0.4,-1.2175148773154747e+20,3.28538079864756e-21,-20.483
64,Gadolinium (Gd),93,71,-22,1.1,-1.2175148773154747e+20,9.03479719628079e-21,-20.044
64,Gadolinium (Gd),93,72,-21,1.0,-1.2175148773154747e+20,8.2134519966189e-21,-20.085
64,Gadolinium (Gd),93,73,-20,2.2,-1.2175148773154747e+20,1.806959439256158e-20,-19.743
64,Gadolinium (Gd),93,74,-19,4.7,-1.2175148773154747e+20,3.8603224384108826e-20,-19.413
64,Gadolinium (Gd),93,75,-18,5.7,-1.2175148773154747e+20,4.681667638072773e-20,-19.33
64,Gadolinium (Gd),93,76,-17,15.8,-1.2175148773154747e+20,1.297725415465786e-19,-18.887
64,Gadolinium (Gd),93,77,-16,14.0,-1.2175148773154747e+20,1.149883279526646e-19,-18.939
64,Gadolinium (Gd),93,78,-15,70.2,-1.2175148773154747e+20,5.765843301626467e-19,-18.239
64,Gadolinium (Gd),93,79,-14,39.0,-1.2175148773154747e+20,3.2032462786813706e-19,-18.494
64,Gadolinium (Gd),93,80,-13,268.2,-1.2175148773154747e+20,2.2028478254931887e-18,-17.657
64,Gadolinium (Gd),93,81,-12,1380.0,-1.2175148773154747e+20,1.133456375533408e-17,-16.946
64,Gadolinium (Gd),93,83,-10,137016.0,-1.2175148773154734e+20,1.125374338768735e-15,-14.949
64,Gadolinium (Gd),93,84,-9,2352585600.0,-1.217514877291949e+20,1.932284889353687e-11,-10.714
64,Gadolinium (Gd),93,86,-7,56480976000000.0,-1.2175143125057148e+20,4.639037850981841e-07,-6.334
64,Gadolinium (Gd),93,88,-5,3.4090416e+21,3.287290112268453e+21,27.99999953607689,1.447
64,Gadolinium (Gd),93,91,-2,stable,stable,stable,stable
64,Gadolinium (Gd),93,95,2,66524.4,-1.217514877315474e+20,5.463949660038743e-16,-15.262
64,Gadolinium (Gd),93,96,3,stable,stable,stable,stable
64,Gadolinium (Gd),93,97,4,218.76,-1.2175148773154747e+20,1.7967747587803504e-18,-17.746
64,Gadolinium (Gd),93,98,5,504.0,-1.2175148773154747e+20,4.1395798062959255e-18,-17.383
64,Gadolinium (Gd),93,99,6,68.0,-1.2175148773154747e+20,5.585147357700852e-19,-18.253
64,Gadolinium (Gd),93,100,7,45.0,-1.2175148773154747e+20,3.6960533984785045e-19,-18.432
64,Gadolinium (Gd),93,101,8,10.3,-1.2175148773154747e+20,8.459855556517467e-20,-19.073
64,Gadolinium (Gd),93,102,9,4.8,-1.2175148773154747e+20,3.9424569583770716e-20,-19.404
